timestamp,bot_name,action,symbol,price,quantity,amount_usdt,pnl,pnl_percent,reasoning
2026-07-30T23:37:24.312038,ArbitrageScanner,SIGNAL,SNX/USDT,0.209000,0.000000,0.00,0.00,0.00,Buy binance Sell bybit Spread 0.383%
2026-07-30T23:37:24.313038,ArbitrageScanner,SIGNAL,MANA/USDT,0.067100,0.000000,0.00,0.00,0.00,Buy binance Sell bybit Spread 0.343%
2026-07-30T23:37:24.314039,ArbitrageScanner,SIGNAL,GRT/USDT,0.014850,0.000000,0.00,0.00,0.00,Buy bybit Sell okx Spread 0.337%
2026-07-30T23:38:32.427929,ArbitrageScanner,SIGNAL,MANA/USDT,0.067100,0.000000,0.00,0.00,0.00,Buy binance Sell bybit Spread 0.417%
2026-07-30T23:38:32.428929,ArbitrageScanner,SIGNAL,SNX/USDT,0.209000,0.000000,0.00,0.00,0.00,Buy binance Sell bybit Spread 0.383%
2026-07-30T23:38:32.429931,ArbitrageScanner,SIGNAL,GRT/USDT,0.014850,0.000000,0.00,0.00,0.00,Buy bybit Sell binance Spread 0.337%
2026-07-30T23:39:40.826004,ArbitrageScanner,SIGNAL,SNX/USDT,0.209000,0.000000,0.00,0.00,0.00,Buy binance Sell bybit Spread 0.431%
2026-07-30T23:39:40.827006,ArbitrageScanner,SIGNAL,GRT/USDT,0.014850,0.000000,0.00,0.00,0.00,Buy bybit Sell binance Spread 0.337%
2026-07-30T23:39:40.829007,ArbitrageScanner,SIGNAL,PEPE/USDT,0.000003,0.000000,0.00,0.00,0.00,Buy binance Sell okx Spread 0.289%
2026-07-30T23:40:47.897914,ArbitrageScanner,SIGNAL,SNX/USDT,0.209000,0.000000,0.00,0.00,0.00,Buy binance Sell bybit Spread 0.478%
2026-07-30T23:40:47.899916,ArbitrageScanner,SIGNAL,GRT/USDT,0.014850,0.000000,0.00,0.00,0.00,Buy bybit Sell okx Spread 0.337%
2026-07-30T23:40:47.900917,ArbitrageScanner,SIGNAL,ENJ/USDT,0.024890,0.000000,0.00,0.00,0.00,Buy binance Sell okx Spread 0.281%
2026-07-30T23:41:56.687444,ArbitrageScanner,SIGNAL,SNX/USDT,0.209000,0.000000,0.00,0.00,0.00,Buy binance Sell bybit Spread 0.478%
2026-07-30T23:41:56.688444,ArbitrageScanner,SIGNAL,GRT/USDT,0.014850,0.000000,0.00,0.00,0.00,Buy bybit Sell binance Spread 0.337%
2026-07-30T23:41:56.689446,ArbitrageScanner,SIGNAL,PEPE/USDT,0.000003,0.000000,0.00,0.00,0.00,Buy binance Sell okx Spread 0.289%
2026-07-30T23:43:04.725975,ArbitrageScanner,SIGNAL,GRT/USDT,0.014850,0.000000,0.00,0.00,0.00,Buy bybit Sell binance Spread 0.337%
2026-07-30T23:43:04.727973,ArbitrageScanner,SIGNAL,ENJ/USDT,0.024890,0.000000,0.00,0.00,0.00,Buy binance Sell okx Spread 0.281%
2026-07-30T23:43:04.728974,ArbitrageScanner,SIGNAL,ZRX/USDT,0.078690,0.000000,0.00,0.00,0.00,Buy bybit Sell okx Spread 0.165%
2026-07-30T23:44:13.194066,ArbitrageScanner,SIGNAL,PEPE/USDT,0.000003,0.000000,0.00,0.00,0.00,Buy binance Sell bybit Spread 0.361%
2026-07-30T23:44:13.195067,ArbitrageScanner,SIGNAL,GRT/USDT,0.014850,0.000000,0.00,0.00,0.00,Buy bybit Sell binance Spread 0.337%
2026-07-30T23:44:13.196068,ArbitrageScanner,SIGNAL,ENJ/USDT,0.024890,0.000000,0.00,0.00,0.00,Buy binance Sell okx Spread 0.281%
2026-07-30T23:45:21.269825,ArbitrageScanner,SIGNAL,GRT/USDT,0.014850,0.000000,0.00,0.00,0.00,Buy bybit Sell binance Spread 0.337%
2026-07-30T23:45:21.271827,ArbitrageScanner,SIGNAL,LDO/USDT,0.372200,0.000000,0.00,0.00,0.00,Buy binance Sell okx Spread 0.215%
